CUSTOMER_ID,AGE,GENDER,CITY,PLAN_TYPE
CUST00107,19,Male,Zacharytown,Standard
CUST00108,81,Male,Smithborough,Bronze
CUST00109,59,Female,Johnsonland,Bronze
CUST00110,24,Female,Wallport,Gold
CUST00111,46,Male,Garcialand,Gold
CUST00112,52,Female,New George,Gold
CUST00113,25,Male,Sheriberg,Gold
CUST00114,28,Female,Powellmouth,Bronze
CUST00115,84,Male,New Michael,Gold
CUST00116,61,Male,West Kathleen,Gold
CUST00117,79,Male,Port Anthonyberg,Silver
CUST00118,36,Male,East Ryan,Standard
CUST00119,50,Female,Mooreshire,Gold
CUST00120,81,Male,Port Taylorhaven,Bronze
CUST00121,46,Female,East Christopher,Gold
CUST00122,81,Male,Port Margaret,Bronze
CUST00123,27,Female,Foxfurt,Silver
CUST00124,79,Female,Wolfebury,Gold
CUST00125,84,Male,Lake Matthewborough,Silver
CUST00126,37,Female,Port Kaylamouth,Gold
CUST00127,25,Male,South Stacytown,Gold
CUST00128,33,Female,Rodriguezborough,Silver
CUST00129,74,Female,East Pamelaborough,Silver
CUST00130,29,Male,Lake Josephshire,Standard
CUST00131,79,Female,Port Hollyburgh,Standard
CUST00132,53,Female,Melissafort,Standard
CUST00133,24,Female,Perezmouth,Gold
CUST00134,63,Male,North Pamela,Bronze
CUST00135,45,Male,Hardinstad,Silver
CUST00136,29,Male,Lake Aarontown,Gold
CUST00137,84,Female,North Jamesshire,Bronze
CUST00138,26,Female,Krystalville,Bronze
CUST00139,73,Female,Nicholasbury,Bronze
CUST00140,57,Female,West Erinview,Gold
CUST00141,40,Male,Barbermouth,Gold
CUST00142,83,Female,Normanville,Bronze
CUST00143,56,Male,West Julieview,Standard
CUST00144,32,Female,Watsonshire,Standard
CUST00145,68,Female,Mooremouth,Bronze
CUST00146,72,Male,Lake Earlchester,Silver
CUST00147,18,Male,Lisaland,Gold
CUST00148,49,Female,Lake Steven,Gold
CUST00149,24,Male,Lake Jennifer,Silver
CUST00150,18,Male,Hallhaven,Bronze
CUST00151,43,Male,Briannabury,Bronze
CUST00152,37,Male,Lewisville,Standard
CUST00153,18,Male,East Jonathanton,Gold
CUST00154,45,Male,Port Carlos,Silver
CUST00155,63,Female,Millershire,Silver
CUST00156,48,Male,North Christophershire,Gold
CUST00157,44,Female,Samanthaberg,Silver
CUST00158,74,Female,Weberside,Gold
CUST00159,55,Female,Arianaside,Silver
CUST00160,24,Male,North Donnashire,Standard
CUST00161,61,Female,Merrittchester,Bronze
CUST00162,76,Male,Henrybury,Gold
CUST00163,77,Male,Lozanofort,Gold
CUST00164,35,Male,Huffland,Bronze
CUST00165,37,Female,Evansbury,Silver
CUST00166,25,Male,Mannville,Standard
CUST00167,20,Female,Leonmouth,Bronze
CUST00168,44,Female,Madelinefurt,Gold
CUST00169,56,Male,Carolton,Gold
CUST00170,77,Male,Tiffanyfurt,Silver
CUST00171,36,Male,Cartertown,Gold
CUST00172,63,Male,East Samanthamouth,Silver
CUST00173,53,Female,Christinastad,Standard
CUST00174,22,Male,Bushville,Standard
CUST00175,32,Male,Eileenbury,Bronze
CUST00176,24,Female,North Tyler,Gold
CUST00177,76,Male,Port Yesenia,Bronze
CUST00178,34,Male,South Davidside,Bronze
CUST00179,24,Male,Port Neil,Silver
CUST00180,53,Female,Lucastown,Silver
CUST00181,78,Female,Sanfordborough,Gold
CUST00182,28,Female,New Kristintown,Bronze
CUST00183,40,Female,Lake Heather,Bronze
CUST00184,58,Female,Kellyfort,Bronze
CUST00185,35,Female,Adamsside,Silver
CUST00186,41,Female,West Rogerville,Bronze
CUST00187,20,Male,Port Emily,Silver
CUST00188,70,Female,South Kelsey,Gold
CUST00189,65,Male,Lake Leslie,Gold
CUST00190,54,Female,Deleonville,Bronze
CUST00191,55,Female,Lake Joshuaton,Silver
CUST00192,19,Male,Lake Ericview,Bronze
CUST00193,56,Female,Rossport,Gold
CUST00194,64,Male,Fuentestown,Silver
CUST00195,48,Male,Gregorystad,Standard
CUST00196,33,Female,Christopherside,Standard
CUST00197,76,Female,Lake Christopher,Silver
CUST00198,34,Male,Lake Rachaelfurt,Silver
CUST00199,41,Male,Rothborough,Gold
CUST00200,51,Female,Jamesburgh,Silver
CUST00201,63,Male,South Erikview,Bronze
CUST00202,81,Male,Allenchester,Bronze
CUST00203,52,Female,Kimbury,Bronze
CUST00204,35,Female,Port Megan,Silver
CUST00205,69,Male,East Zoe,Silver
CUST00206,50,Female,Jamietown,Bronze
CUST00207,53,Male,North Joel,Gold
CUST00208,82,Male,New Sarafort,Standard
CUST00209,61,Female,Smithberg,Silver
CUST00210,61,Female,Smithview,Bronze
CUST00211,83,Female,Bryanmouth,Bronze
CUST00212,45,Female,Mathewland,Standard
CUST00213,36,Male,Bowenfurt,Bronze
CUST00214,62,Male,Harveyland,Silver
CUST00215,82,Female,North Kimberly,Gold
CUST00216,44,Male,North Davidville,Standard
CUST00217,37,Female,Sharonborough,Gold
CUST00218,72,Male,Kaylaborough,Gold
CUST00219,84,Female,Pittmanmouth,Silver
CUST00220,58,Female,New Alice,Standard
CUST00221,48,Male,Micheleborough,Bronze
CUST00222,26,Female,East Thomashaven,Standard
CUST00223,82,Male,Lake Meagan,Gold
CUST00224,22,Male,South Brenda,Silver
CUST00225,20,Female,Christiantown,Bronze
CUST00226,67,Female,South Michaeltown,Standard
CUST00227,49,Female,South Ronald,Bronze
CUST00228,43,Male,East Monica,Bronze
CUST00229,38,Male,Port Trevor,Bronze
CUST00230,28,Female,Traceyfort,Gold
CUST00231,32,Male,Samanthachester,Silver
CUST00232,66,Female,West Austin,Bronze
CUST00233,56,Female,South Gabriel,Bronze
CUST00234,50,Female,Andersentown,Bronze
CUST00235,56,Female,Davidmouth,Gold
CUST00236,24,Female,South Benjamin,Gold
CUST00237,37,Female,Hernandezport,Bronze
CUST00238,72,Male,Port Katherinechester,Silver
CUST00239,45,Male,Cherylmouth,Bronze
CUST00240,60,Male,Riceborough,Silver
CUST00241,48,Male,New Danielville,Silver
CUST00242,29,Male,West Jeffrey,Silver
CUST00243,84,Male,Ryanmouth,Gold
CUST00244,79,Female,North Jenniferbury,Bronze
CUST00245,81,Male,New Angela,Gold
CUST00246,48,Female,Wintersfort,Bronze
CUST00247,45,Female,Longhaven,Gold
CUST00248,27,Male,Lake Paulatown,Silver
CUST00249,24,Female,New Breanna,Standard
CUST00250,64,Male,Reynoldsburgh,Standard
CUST00251,28,Male,Rasmussenbury,Standard
CUST00252,20,Male,Deborahside,Bronze
CUST00253,36,Male,East Tarashire,Gold
CUST00254,23,Male,Sethland,Standard
CUST00255,46,Male,Port Nathanborough,Silver
CUST00256,56,Male,Lake Raymond,Silver
CUST00257,28,Female,Garzastad,Standard
CUST00258,39,Male,Obrienburgh,Gold
CUST00259,68,Female,Duffybury,Silver
CUST00260,81,Female,Salazarmouth,Silver
CUST00261,46,Male,Banksland,Bronze
CUST00262,79,Male,Mcbrideberg,Bronze
CUST00263,84,Female,Austinshire,Standard
CUST00264,73,Female,Lake Margaretstad,Standard
CUST00265,84,Male,East Erinburgh,Bronze
CUST00266,53,Female,Campbellburgh,Standard
CUST00267,20,Male,Coxland,Gold
CUST00268,64,Female,Port Michelle,Silver
CUST00269,64,Male,New Derek,Standard
CUST00270,45,Female,Moodyville,Bronze
CUST00271,62,Male,Williamsfurt,Bronze
CUST00272,43,Female,Wagnerview,Silver
CUST00273,62,Female,Kevinside,Silver
CUST00274,68,Male,Steinhaven,Standard
CUST00275,19,Female,Victormouth,Gold
CUST00276,29,Female,New Edward,Bronze
CUST00277,70,Female,North Patrick,Standard
CUST00278,39,Female,West Michealland,Bronze
CUST00279,42,Male,Kaufmanburgh,Gold
CUST00280,83,Female,South Laurenville,Silver
CUST00281,35,Female,Fitzgeraldport,Gold
CUST00282,50,Female,Kellyton,Silver
CUST00283,75,Female,Tiffanybury,Gold
CUST00284,51,Male,Amyfurt,Silver
CUST00285,30,Male,South Maxwellview,Standard
CUST00286,31,Female,Ivanborough,Standard
CUST00287,19,Male,Lake Lauraberg,Gold
CUST00288,51,Male,East Pamelaview,Bronze
CUST00289,53,Female,Johnfort,Silver
CUST00290,30,Female,Lake Andrewport,Silver
CUST00291,79,Male,New Sarahside,Standard
CUST00292,27,Male,Melissaburgh,Gold
CUST00293,45,Male,East Patricia,Gold
CUST00294,21,Female,West Katherine,Gold
CUST00295,62,Female,West Amychester,Silver
CUST00296,62,Female,Cliffordbury,Standard
CUST00297,53,Male,South Kimberlyside,Silver
CUST00298,40,Male,South Lisa,Silver
CUST00299,20,Male,Robertland,Bronze
CUST00300,52,Male,Adamsfurt,Gold
CUST00301,35,Female,South Steven,Silver
CUST00302,43,Male,North Katherineview,Silver
CUST00303,67,Male,New Jessica,Gold
CUST00304,57,Male,Dustinside,Gold
CUST00305,24,Male,Donnafurt,Gold
CUST00306,50,Female,Lake Hectorberg,Standard
CUST00307,58,Male,Perezmouth,Standard
CUST00308,20,Male,Port Jose,Silver
CUST00309,30,Male,Lake Davidchester,Silver
CUST00310,77,Female,Cannonmouth,Bronze
CUST00311,75,Male,Port Maxwell,Standard
CUST00312,57,Female,East Peter,Silver
CUST00313,73,Male,Lake Stephanie,Gold
CUST00314,31,Male,Brownland,Bronze
CUST00315,38,Female,Lake Bradley,Bronze
CUST00316,46,Female,New Nicholasfurt,Standard
CUST00317,60,Female,Woodwardberg,Silver
CUST00318,18,Female,South Breannashire,Standard
CUST00319,54,Female,East Ryan,Silver
CUST00320,33,Male,East Ashleyborough,Silver
CUST00321,42,Female,Walkerton,Silver
CUST00322,73,Female,Benitezshire,Gold
CUST00323,65,Male,South Laurieburgh,Gold
CUST00324,77,Female,Walterchester,Gold
CUST00325,28,Male,Lake Elizabethbury,Gold
CUST00326,32,Male,West Josechester,Bronze
CUST00327,43,Female,Matthewsberg,Bronze
CUST00328,48,Female,Wrightbury,Standard
CUST00329,58,Male,North Javierton,Gold
CUST00330,25,Female,Lake Jeff,Bronze
CUST00331,53,Male,North Alicia,Gold
CUST00332,84,Female,Jesseport,Silver
CUST00333,71,Female,Patriciaport,Standard
CUST00334,42,Male,Lake Karenmouth,Standard
CUST00335,21,Male,Lake Beth,Gold
CUST00336,67,Male,Nguyenborough,Standard
CUST00337,23,Male,Jasminebury,Gold
CUST00338,26,Male,South Lauren,Silver
CUST00339,28,Male,West Tiffanyshire,Bronze
CUST00340,48,Male,West Nicole,Bronze
CUST00341,28,Male,Wilsonmouth,Gold
CUST00342,28,Female,Millerton,Gold
CUST00343,31,Male,South Melissa,Gold
CUST00344,47,Male,South Mirandafurt,Gold
CUST00345,68,Female,Thomasfurt,Standard
CUST00346,27,Male,Johnnymouth,Silver
CUST00347,37,Female,Michellehaven,Standard
CUST00348,84,Male,South Ronaldstad,Standard
CUST00349,61,Male,North Shannon,Bronze
CUST00350,79,Female,North David,Bronze
CUST00351,82,Male,Silvaville,Standard
CUST00352,69,Female,Randallmouth,Gold
CUST00353,20,Male,Davismouth,Gold
CUST00354,50,Female,Jonathanmouth,Silver
CUST00355,53,Male,Harrisberg,Gold
CUST00356,18,Male,Lake Teresa,Standard
CUST00357,74,Female,New Davidshire,Standard
CUST00358,43,Female,Webbland,Silver
CUST00359,31,Female,Juanview,Silver
CUST00360,24,Female,South Christopher,Gold
CUST00361,47,Male,North Richard,Silver
CUST00362,74,Male,Phillipsside,Bronze
CUST00363,73,Female,Smithfort,Gold
CUST00364,77,Male,Williamsonhaven,Silver
CUST00365,81,Female,New Samantha,Gold
CUST00366,41,Female,Darylville,Bronze
CUST00367,40,Female,West Danielmouth,Standard
CUST00368,59,Female,Millerfurt,Gold
CUST00369,20,Female,Jessicatown,Gold
CUST00370,85,Male,North Meganview,Standard
CUST00371,44,Male,Melissaborough,Gold
CUST00372,44,Male,New Chad,Gold
CUST00373,67,Female,Beasleyfort,Silver
CUST00374,29,Female,New Sean,Standard
CUST00375,29,Female,Martinezland,Silver
CUST00376,45,Male,Kelleychester,Gold
CUST00377,53,Male,East Colleenfort,Gold
CUST00378,63,Female,New Elizabeth,Standard
CUST00379,44,Male,Hendrixfort,Gold
CUST00380,70,Female,Smithbury,Silver
CUST00381,22,Male,South Paultown,Silver
CUST00382,21,Female,North Elizabeth,Silver
CUST00383,68,Male,Lake Paigeton,Silver
CUST00384,55,Female,Ryanview,Bronze
CUST00385,74,Male,Danielburgh,Bronze
CUST00386,48,Male,Lake Bradleymouth,Silver
CUST00387,23,Female,Davischester,Standard
CUST00388,63,Male,South Michelleburgh,Standard
CUST00389,51,Female,New Allen,Standard
CUST00390,84,Female,West Thomas,Gold
CUST00391,56,Female,Aaronchester,Standard
CUST00392,73,Female,Lake Garrett,Gold
CUST00393,82,Female,Devinmouth,Bronze
CUST00394,76,Female,Port Davidhaven,Gold
CUST00395,77,Female,Mistyland,Gold
CUST00396,75,Female,New Kevin,Silver
CUST00397,66,Male,East Mauricemouth,Bronze
CUST00398,64,Male,Bradleyhaven,Standard
CUST00399,73,Male,South Nathan,Silver
CUST00400,24,Male,North John,Gold
CUST00401,78,Male,Annachester,Bronze
CUST00402,38,Male,East Sarahshire,Standard
CUST00403,49,Female,East Anthonyview,Standard
CUST00404,20,Male,Johnview,Gold
CUST00405,53,Female,New Connieshire,Bronze
CUST00406,81,Female,Osborneside,Gold
CUST00407,23,Male,South Dale,Bronze
CUST00408,75,Male,Ashleyfurt,Bronze
CUST00409,74,Male,East Kevinland,Bronze
CUST00410,64,Male,Rogerschester,Gold
CUST00411,42,Female,Evanshire,Bronze
CUST00412,66,Male,Port Monica,Gold
CUST00413,49,Female,Mcdonaldbury,Standard
CUST00414,23,Female,Lake Amberfort,Silver
CUST00415,81,Male,Port Kyleberg,Gold
CUST00416,65,Male,Port Lee,Gold
CUST00417,57,Male,Lake Jessicafurt,Standard
CUST00418,24,Male,Kimberlyton,Gold
CUST00419,71,Male,New Cassandra,Silver
CUST00420,55,Male,Bowenberg,Standard
CUST00421,43,Female,Wangborough,Silver
CUST00422,44,Female,Wintersfort,Bronze
CUST00423,66,Female,Tammyhaven,Standard
CUST00424,78,Male,New Cherylburgh,Gold
CUST00425,30,Male,New Loretta,Standard
CUST00426,36,Female,North Derrick,Standard
CUST00427,62,Female,West Erica,Gold
CUST00428,78,Male,Choiville,Bronze
CUST00429,48,Female,Bradleyhaven,Bronze
CUST00430,75,Male,Lake Shannonburgh,Bronze
CUST00431,70,Male,South Heather,Bronze
CUST00432,77,Male,Arnoldmouth,Silver
CUST00433,65,Female,East Kristinaton,Silver
CUST00434,41,Male,South Anaport,Standard
CUST00435,25,Female,Christinafurt,Bronze
CUST00436,65,Female,New Michaelshire,Standard
CUST00437,63,Male,Fuentestown,Silver
CUST00438,27,Female,Lake Charlesbury,Gold
CUST00439,59,Male,North Angelhaven,Bronze
CUST00440,59,Female,New Rachaelborough,Bronze
CUST00441,42,Male,North Garrettton,Bronze
CUST00442,79,Male,Loriton,Bronze
CUST00443,80,Male,Travisport,Bronze
CUST00444,55,Female,Penaville,Silver
CUST00445,53,Male,Lake Eric,Silver
CUST00446,63,Male,East Jamesbury,Bronze
CUST00447,42,Female,North Lauren,Bronze
CUST00448,43,Female,Kimton,Gold
CUST00449,26,Male,Martinezfurt,Bronze
CUST00450,62,Female,Port Heatherfort,Bronze
CUST00451,26,Female,Amandaview,Standard
CUST00452,32,Male,Geraldview,Gold
CUST00453,70,Female,North Marilynfurt,Silver
CUST00454,78,Female,East Jill,Bronze
CUST00455,51,Male,New Denise,Silver
CUST00456,83,Male,Devinmouth,Silver
CUST00457,25,Male,South Kimberly,Standard
CUST00458,52,Male,Laurenchester,Standard
CUST00459,72,Female,Hunterville,Bronze
CUST00460,41,Female,Morenoshire,Bronze
CUST00461,64,Female,Jonesfurt,Standard
CUST00462,71,Male,Lake Jesusside,Standard
CUST00463,49,Male,South James,Gold
CUST00464,81,Female,Vargasville,Silver
CUST00465,59,Male,Lake Jeanstad,Silver
CUST00466,24,Male,Danieltown,Silver
CUST00467,53,Male,Pattonton,Silver
CUST00468,72,Male,South Paul,Gold
CUST00469,35,Male,New Stephenmouth,Gold
CUST00470,77,Female,North Keith,Gold
CUST00471,32,Male,North Andrew,Standard
CUST00472,81,Male,Port Paul,Bronze
CUST00473,78,Male,South Jillfurt,Standard
CUST00474,62,Female,Lake Joycefurt,Gold
CUST00475,26,Female,Anahaven,Silver
CUST00476,79,Female,Kirkmouth,Gold
CUST00477,20,Female,New Natalieview,Gold
CUST00478,81,Female,South Jerrystad,Silver
CUST00479,59,Male,Wilkinsonmouth,Bronze
CUST00480,46,Male,Cohenview,Standard
CUST00481,25,Male,East Kathy,Standard
CUST00482,43,Male,Brownland,Standard
CUST00483,55,Female,Wyatthaven,Silver
CUST00484,74,Female,Michaelchester,Standard
CUST00485,29,Female,South Rhonda,Silver
CUST00486,80,Female,Sharonville,Bronze
CUST00487,33,Male,East Jennifer,Standard
CUST00488,36,Female,North Brookehaven,Standard
CUST00489,48,Male,Ericastad,Bronze
CUST00490,68,Female,Petersonport,Bronze
CUST00491,19,Male,East Natalie,Standard
CUST00492,48,Female,North Jessica,Standard
CUST00493,21,Male,East Harryport,Standard
CUST00494,24,Female,Reyesshire,Gold
CUST00495,80,Female,Michelebury,Bronze
CUST00496,21,Female,North Jerrychester,Gold
CUST00497,61,Male,Natashaburgh,Standard
CUST00498,57,Female,South Barbaraborough,Bronze
CUST00499,72,Female,Port Linda,Bronze
CUST00500,33,Male,Brooksmouth,Silver
CUST00501,60,Male,North Angela,Bronze
CUST00502,26,Male,Josephton,Standard
CUST00503,83,Female,Murphyfort,Gold
CUST00504,70,Female,Jacksontown,Gold
CUST00505,30,Male,Jonathanbury,Silver
CUST00506,79,Male,New Craigfurt,Standard
CUST00507,77,Female,East Carolyn,Gold
CUST00508,84,Male,Port Melissa,Bronze
CUST00509,76,Male,Lake Josephbury,Standard
CUST00510,34,Male,East Joeborough,Standard
CUST00511,23,Male,West Kimberly,Standard
CUST00512,81,Male,Shannonville,Bronze
CUST00513,60,Female,South Sharonburgh,Bronze
CUST00514,24,Female,New Kellyville,Gold
CUST00515,30,Female,South Jamesburgh,Standard
CUST00516,71,Female,Lake Jeanberg,Standard
CUST00517,74,Female,West Keith,Gold
CUST00518,26,Male,Evanston,Silver
CUST00519,79,Female,Jasonstad,Gold
CUST00520,56,Female,Perezborough,Bronze
CUST00521,45,Female,Caseyborough,Gold
CUST00522,18,Male,West Erica,Silver
CUST00523,65,Male,Port Kennethfort,Gold
CUST00524,54,Female,Conleymouth,Standard
CUST00525,37,Female,Austinville,Bronze
CUST00526,55,Male,Rodriguezshire,Silver
CUST00527,40,Female,Ortizport,Gold
CUST00528,63,Male,Samuelbury,Silver
CUST00529,33,Female,South Rebecca,Gold
CUST00530,51,Female,Port Carolburgh,Gold
CUST00531,60,Male,Laurenton,Standard
CUST00532,73,Male,Samanthaburgh,Standard
CUST00533,50,Male,Port Robertfurt,Gold
CUST00534,46,Female,Jeffreyburgh,Gold
CUST00535,55,Male,East Morganmouth,Gold
CUST00536,59,Female,Davidhaven,Gold
CUST00537,25,Male,New Brenda,Standard
CUST00538,71,Male,Vanessaville,Silver
CUST00539,84,Male,South Jeffreyview,Standard
CUST00540,61,Female,Martinezchester,Gold
CUST00541,85,Female,West Jasonmouth,Silver
CUST00542,83,Male,North Tyrone,Gold
CUST00543,67,Female,Vincentport,Gold
CUST00544,20,Male,Matthewmouth,Bronze
CUST00545,32,Male,South Jonathanberg,Gold
CUST00546,63,Female,Wayneborough,Gold
CUST00547,49,Female,Rojastown,Bronze
CUST00548,45,Female,West Aaronstad,Gold
CUST00549,18,Male,Lake Deanfurt,Gold
CUST00550,53,Male,Mooreport,Gold
CUST00551,45,Female,Deborahbury,Bronze
CUST00552,19,Male,New Joeberg,Silver
CUST00553,23,Male,Andreachester,Bronze
CUST00554,30,Male,Lake Evanside,Gold
CUST00555,47,Male,Prestonfort,Gold
CUST00556,50,Male,Port Shaun,Bronze
CUST00557,63,Female,Boltonport,Silver
CUST00558,20,Male,Kyleshire,Bronze
CUST00559,37,Male,New Kathrynfort,Standard
CUST00560,53,Male,East Jesse,Standard
CUST00561,70,Male,Mendezfurt,Silver
CUST00562,35,Female,Bauermouth,Silver
CUST00563,85,Female,Stephensburgh,Silver
CUST00564,79,Female,South Alexis,Gold
CUST00565,22,Male,Michealland,Bronze
CUST00566,70,Female,Jameschester,Bronze
CUST00567,66,Female,Fishertown,Silver
CUST00568,24,Female,East Aimee,Silver
CUST00569,44,Female,New Jamesfurt,Standard
CUST00570,32,Male,North James,Silver
CUST00571,67,Male,Port Colechester,Bronze
CUST00572,65,Male,Lake Davidfort,Silver
CUST00573,68,Male,Sancheztown,Bronze
CUST00574,70,Female,West Williamborough,Standard
CUST00575,31,Female,Jenniferville,Bronze
CUST00576,70,Male,North Nicholasstad,Bronze
CUST00577,84,Male,Lake Heatherview,Gold
CUST00578,68,Male,Carolinemouth,Standard
CUST00579,21,Male,Silvaville,Silver
CUST00580,83,Female,Stephanieburgh,Silver
CUST00581,57,Male,Mccarthyborough,Bronze
CUST00582,49,Male,Lake Michael,Standard
CUST00583,73,Female,Silvaside,Bronze
CUST00584,25,Male,New Randall,Silver
CUST00585,41,Female,Lake Judy,Gold
CUST00586,24,Female,Crosbyville,Bronze
CUST00587,54,Male,Rickeyport,Standard
CUST00588,25,Male,Lake Joshua,Gold
CUST00589,54,Female,Stephaniefort,Bronze
CUST00590,81,Female,Lauraton,Silver
CUST00591,55,Male,Jeremiahmouth,Gold
CUST00592,58,Male,Batesport,Bronze
CUST00593,23,Male,Port Curtis,Standard
CUST00594,67,Female,Jacquelinefort,Silver
CUST00595,72,Male,East Edwinshire,Bronze
CUST00596,25,Male,North Janicefort,Standard
CUST00597,69,Male,South Amandamouth,Gold
CUST00598,73,Male,Perezville,Bronze
CUST00599,56,Female,East Joshua,Standard
CUST00600,32,Male,Justinport,Standard
CUST00601,50,Female,Isaiahtown,Gold
CUST00602,74,Female,Brianside,Bronze
CUST00603,22,Female,Rogersside,Silver
CUST00604,29,Female,West Jennifer,Bronze
CUST00605,57,Male,Daniellebury,Silver
CUST00606,35,Male,New Markville,Gold
CUST00607,25,Female,Levineview,Silver
CUST00608,45,Male,North Maurice,Bronze
CUST00609,45,Male,Virginiahaven,Silver
CUST00610,82,Female,East Sean,Standard
CUST00611,85,Female,Bakerport,Standard
CUST00612,78,Male,New Reginaldport,Silver
CUST00613,39,Male,Rodriguezmouth,Gold
CUST00614,29,Male,Petersonborough,Standard
CUST00615,85,Male,South Gerald,Gold
CUST00616,34,Female,Hernandezburgh,Standard
CUST00617,39,Female,Watsonmouth,Silver
CUST00618,49,Male,Timothyside,Bronze
CUST00619,34,Male,Williamsonfurt,Bronze
CUST00620,79,Female,New Joanna,Silver
CUST00621,56,Female,North Kenneth,Standard
CUST00622,75,Female,Davenportville,Gold
CUST00623,56,Female,Natalietown,Silver
CUST00624,77,Female,Jeffreyview,Gold
